,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
3100,28,technician,single,university.degree,0,1,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
3101,57,self-employed,married,university.degree,0,0,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3104,35,admin.,married,high.school,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
3106,30,student,single,high.school,0,0,0,0,mar,fri,5,10,2,failure,-1.8,92.843,-50,1.64,5099.1,1
3107,25,technician,single,professional.course,0,1,0,0,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6,1
3108,36,admin.,married,university.degree,0,0,1,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
3110,52,admin.,married,high.school,0,0,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
3112,26,unemployed,single,university.degree,0,1,0,0,aug,thu,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6,1
3113,56,admin.,married,high.school,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3114,37,entrepreneur,married,university.degree,0,1,0,1,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
3115,32,admin.,single,university.degree,0,0,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3116,36,blue-collar,married,basic.9y,0,1,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
3117,36,admin.,married,high.school,0,1,0,0,aug,fri,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
3118,26,blue-collar,married,basic.9y,0,0,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1
3119,48,blue-collar,married,basic.9y,0,0,0,0,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
3121,45,blue-collar,married,basic.9y,0,1,0,0,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.51,5099.1,0
3122,46,technician,married,university.degree,0,1,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
3123,38,blue-collar,married,basic.6y,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
3124,24,self-employed,single,university.degree,0,1,0,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
3125,38,technician,single,professional.course,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
3127,44,services,divorced,basic.6y,0,1,0,0,aug,wed,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,1
3129,38,blue-collar,married,high.school,0,0,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3130,45,admin.,married,high.school,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3131,44,blue-collar,single,basic.4y,0,1,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
3132,44,blue-collar,married,basic.6y,0,1,0,0,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
3133,31,admin.,single,university.degree,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3134,32,blue-collar,married,basic.6y,0,0,0,1,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
3135,45,admin.,married,university.degree,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3136,40,technician,married,high.school,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
3137,45,blue-collar,married,professional.course,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3138,44,technician,married,professional.course,0,0,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
3139,43,admin.,single,high.school,0,0,0,0,nov,wed,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,1
3140,25,student,single,high.school,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
3142,39,admin.,married,high.school,0,1,0,1,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3143,32,technician,married,university.degree,0,1,0,1,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
3144,41,technician,married,basic.9y,0,0,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3145,58,retired,married,basic.4y,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
3146,42,services,married,professional.course,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
3148,42,management,married,university.degree,0,1,1,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3150,54,housemaid,divorced,university.degree,0,1,1,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,1
3151,31,admin.,married,high.school,0,0,1,0,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,1
3153,48,self-employed,divorced,high.school,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3154,30,technician,single,university.degree,0,0,1,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3155,43,technician,married,professional.course,0,0,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
3156,36,blue-collar,married,basic.9y,0,0,1,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3157,37,services,married,high.school,0,0,1,0,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3158,55,admin.,married,university.degree,0,1,0,1,mar,thu,7,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,0
3159,47,management,married,basic.9y,0,0,0,1,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3161,26,management,single,university.degree,0,0,0,0,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
3162,27,admin.,single,professional.course,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3163,32,admin.,single,university.degree,0,1,0,0,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3164,43,housemaid,married,basic.4y,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3165,26,management,single,university.degree,0,0,0,0,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50,1.65,5099.1,1
3166,32,services,married,high.school,0,1,1,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
3167,32,blue-collar,married,basic.6y,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3170,33,technician,single,professional.course,0,1,0,0,may,wed,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,1
3171,42,technician,married,professional.course,0,1,0,0,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
3174,47,management,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3175,43,blue-collar,married,high.school,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3177,34,housemaid,married,university.degree,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
3180,41,technician,single,university.degree,0,1,1,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3184,31,management,single,university.degree,0,1,0,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
3187,48,unemployed,married,professional.course,0,0,0,1,may,wed,1,6,1,success,-1.8,93.876,-40,0.682,5008.7,1
3189,38,technician,single,university.degree,0,1,0,1,may,tue,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3191,37,admin.,married,high.school,0,0,0,0,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
3192,31,technician,single,university.degree,0,0,1,0,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3193,28,admin.,single,university.degree,0,0,0,0,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0
3194,46,technician,married,professional.course,0,1,0,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3195,31,blue-collar,married,basic.6y,0,1,1,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3196,31,management,married,high.school,0,1,1,1,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3197,30,admin.,single,university.degree,0,1,0,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3198,35,admin.,single,university.degree,0,1,0,0,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
3199,30,technician,married,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1
3202,32,technician,married,professional.course,0,0,1,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3203,43,management,married,university.degree,0,0,0,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
3204,57,blue-collar,married,basic.4y,0,0,0,1,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
3207,32,technician,married,professional.course,0,0,0,0,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,1
3208,33,admin.,single,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
3209,46,management,single,university.degree,0,1,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
3210,80,retired,married,basic.4y,0,0,0,0,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,1
3212,41,blue-collar,married,basic.6y,0,1,1,1,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
3215,34,entrepreneur,married,basic.4y,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
3216,47,management,married,university.degree,0,1,0,0,aug,mon,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,0
3217,47,services,married,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
3220,24,student,single,high.school,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
3221,32,blue-collar,single,basic.4y,0,1,0,0,jul,tue,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3222,31,blue-collar,married,high.school,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3223,31,blue-collar,married,basic.9y,0,1,1,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3224,29,entrepreneur,married,high.school,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
3225,48,blue-collar,married,basic.4y,0,0,0,0,may,mon,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
3226,33,admin.,married,high.school,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
3227,43,technician,married,university.degree,0,0,0,0,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
3228,29,services,single,high.school,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3229,47,blue-collar,married,basic.4y,0,1,0,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3230,47,management,married,university.degree,0,1,0,0,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3231,33,admin.,married,basic.9y,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3232,56,entrepreneur,married,university.degree,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
3235,36,management,married,university.degree,0,0,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
3237,45,technician,married,high.school,0,1,0,0,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
3238,38,admin.,single,high.school,0,1,0,0,apr,thu,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,1
3239,31,unemployed,single,high.school,0,0,0,0,may,thu,2,999,0,nonexistent,-1.8,93.876,-40,0.692,5008.7,0
3240,30,technician,married,professional.course,0,1,1,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
3241,39,services,married,high.school,0,1,0,0,jul,thu,29,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
3242,37,blue-collar,married,basic.9y,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
3245,22,blue-collar,married,professional.course,0,1,0,0,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3246,33,entrepreneur,married,university.degree,0,1,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3247,37,technician,single,high.school,0,1,0,1,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
3248,38,management,married,university.degree,0,1,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
3249,53,admin.,married,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3250,31,technician,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
3251,44,management,married,university.degree,0,0,0,0,aug,tue,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,1
3252,31,services,married,high.school,0,0,0,1,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3255,47,housemaid,single,basic.4y,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3256,28,blue-collar,married,basic.4y,0,1,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3257,33,unemployed,married,high.school,0,1,0,0,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0
3258,42,admin.,married,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
3260,32,services,married,high.school,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
3261,41,management,married,high.school,0,0,1,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3262,50,blue-collar,married,basic.9y,0,1,0,0,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1
3265,52,entrepreneur,married,basic.9y,0,1,1,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
3266,49,blue-collar,married,basic.6y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
3268,20,blue-collar,single,high.school,0,1,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
3269,36,entrepreneur,married,university.degree,0,0,1,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
3270,44,services,divorced,high.school,0,1,1,0,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1
3271,34,technician,divorced,professional.course,0,1,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
3272,67,self-employed,married,university.degree,0,1,0,0,nov,tue,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,0
3273,42,admin.,married,university.degree,0,1,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3274,41,self-employed,single,university.degree,0,1,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3275,37,technician,single,university.degree,0,1,0,0,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
3277,34,entrepreneur,married,university.degree,0,1,0,0,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
3278,48,management,married,university.degree,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3279,46,admin.,single,high.school,0,0,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3280,57,admin.,divorced,high.school,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3281,54,housemaid,married,basic.4y,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3282,34,admin.,married,basic.9y,0,1,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3283,29,technician,single,high.school,0,0,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
3284,38,blue-collar,married,basic.9y,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
3285,27,student,single,high.school,0,1,0,0,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
3287,35,technician,divorced,professional.course,0,1,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
3289,44,admin.,single,university.degree,0,1,0,1,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3290,33,admin.,single,university.degree,0,0,0,0,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
3291,54,blue-collar,married,basic.9y,0,1,1,0,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
3292,32,technician,married,high.school,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3293,47,admin.,single,university.degree,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3294,40,admin.,single,high.school,0,1,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3295,30,admin.,married,university.degree,0,1,1,0,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
3296,28,technician,single,professional.course,0,1,0,0,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,0
3297,40,entrepreneur,married,basic.4y,0,1,1,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
3298,39,blue-collar,married,basic.4y,0,1,0,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
3299,27,technician,single,high.school,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
3301,39,admin.,divorced,professional.course,0,1,1,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
3302,46,admin.,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0
3304,47,admin.,married,university.degree,0,1,0,0,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
3305,32,admin.,divorced,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3306,35,entrepreneur,married,high.school,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
3307,27,admin.,single,high.school,0,1,1,0,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
3308,42,blue-collar,married,basic.9y,0,0,0,0,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
3310,37,technician,single,university.degree,0,0,0,1,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
3311,48,blue-collar,married,basic.4y,0,0,1,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
3312,29,unemployed,single,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
3313,50,management,married,university.degree,0,1,1,0,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
3314,30,blue-collar,single,university.degree,0,0,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3315,58,self-employed,divorced,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
3316,52,blue-collar,married,basic.9y,0,0,1,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
3317,32,entrepreneur,married,university.degree,0,1,1,1,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
3320,35,admin.,single,university.degree,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
3321,41,blue-collar,divorced,basic.6y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3322,44,blue-collar,married,basic.6y,0,0,1,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
3323,35,technician,married,professional.course,0,0,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
3324,44,admin.,married,university.degree,0,0,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3325,27,technician,single,basic.9y,0,1,0,0,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
3326,35,self-employed,married,university.degree,0,1,0,0,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
3327,33,admin.,single,university.degree,0,1,0,0,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
3328,35,admin.,married,high.school,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
3329,32,management,single,university.degree,0,0,0,0,jul,fri,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,0
3330,39,entrepreneur,single,university.degree,0,1,0,1,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
3332,26,admin.,single,high.school,0,0,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
3333,25,self-employed,single,university.degree,0,0,0,1,jun,mon,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
3334,39,blue-collar,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3337,59,retired,married,basic.4y,0,0,1,1,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
3338,52,self-employed,single,professional.course,0,0,1,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
3339,25,blue-collar,single,basic.9y,0,1,1,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3340,29,blue-collar,married,basic.9y,0,0,0,0,may,wed,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,0
3342,35,admin.,married,university.degree,0,1,0,0,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
3343,39,technician,married,professional.course,0,1,0,0,jul,thu,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,0
3344,31,admin.,single,university.degree,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
3345,28,blue-collar,single,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
3346,40,self-employed,married,high.school,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
3347,39,admin.,married,university.degree,0,0,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
3348,41,blue-collar,married,basic.4y,0,1,0,1,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
3349,39,housemaid,married,professional.course,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
3350,30,self-employed,married,professional.course,0,1,0,0,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
3351,40,management,married,basic.9y,0,1,1,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
3352,32,technician,married,professional.course,0,1,1,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3353,37,admin.,divorced,university.degree,0,1,1,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3354,52,admin.,married,university.degree,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,93.876,-40,0.677,5008.7,1
3355,28,student,single,basic.9y,0,1,0,0,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,1
3356,43,blue-collar,married,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3358,45,housemaid,divorced,university.degree,0,0,0,1,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
3359,47,blue-collar,divorced,basic.4y,0,1,0,0,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
3360,58,admin.,divorced,university.degree,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
3361,33,technician,single,high.school,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
3364,38,blue-collar,single,high.school,0,0,0,1,mar,tue,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,1
3365,60,management,married,university.degree,0,1,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3366,28,admin.,single,university.degree,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
3367,33,self-employed,single,university.degree,0,1,0,0,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1
3368,41,entrepreneur,divorced,basic.9y,0,1,1,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
3373,46,technician,single,professional.course,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3374,32,blue-collar,married,high.school,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3375,42,technician,single,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
3376,29,admin.,single,university.degree,0,0,0,0,oct,mon,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,0
3378,24,blue-collar,single,basic.6y,0,0,0,1,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
3380,58,retired,married,basic.4y,0,1,0,0,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
