age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
57,blue-collar,married,basic.4y,0,0,0,1,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
41,unemployed,divorced,professional.course,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
34,blue-collar,married,basic.4y,0,0,1,1,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
32,technician,married,professional.course,0,0,0,0,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,1
33,admin.,single,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1
46,management,single,university.degree,0,1,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
80,retired,married,basic.4y,0,0,0,0,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,1
45,blue-collar,married,basic.4y,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
41,blue-collar,married,basic.6y,0,1,1,1,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
49,admin.,married,high.school,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
50,management,married,high.school,0,0,1,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
34,entrepreneur,married,basic.4y,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
47,management,married,university.degree,0,1,0,0,aug,mon,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,0
47,services,married,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
55,blue-collar,married,basic.6y,0,0,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
46,blue-collar,married,basic.6y,0,1,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
24,student,single,high.school,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
32,blue-collar,single,basic.4y,0,1,0,0,jul,tue,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
31,blue-collar,married,high.school,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,blue-collar,married,basic.9y,0,1,1,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
29,entrepreneur,married,high.school,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
48,blue-collar,married,basic.4y,0,0,0,0,may,mon,7,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
33,admin.,married,high.school,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
43,technician,married,university.degree,0,0,0,0,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
29,services,single,high.school,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
47,blue-collar,married,basic.4y,0,1,0,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,management,married,university.degree,0,1,0,0,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,admin.,married,basic.9y,0,0,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
56,entrepreneur,married,university.degree,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
33,technician,married,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
30,blue-collar,single,basic.4y,0,1,1,1,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
36,management,married,university.degree,0,0,0,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
50,blue-collar,married,basic.9y,0,1,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
45,technician,married,high.school,0,1,0,0,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
38,admin.,single,high.school,0,1,0,0,apr,thu,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,1
31,unemployed,single,high.school,0,0,0,0,may,thu,2,999,0,nonexistent,-1.8,93.876,-40,0.692,5008.7,0
30,technician,married,professional.course,0,1,1,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
39,services,married,high.school,0,1,0,0,jul,thu,29,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
37,blue-collar,married,basic.9y,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
45,management,married,university.degree,0,1,0,0,apr,tue,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,1
36,blue-collar,single,basic.9y,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
22,blue-collar,married,professional.course,0,1,0,0,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
33,entrepreneur,married,university.degree,0,1,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
37,technician,single,high.school,0,1,0,1,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,0
38,management,married,university.degree,0,1,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
53,admin.,married,high.school,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,technician,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,management,married,university.degree,0,0,0,0,aug,tue,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,1
31,services,married,high.school,0,0,0,1,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
43,admin.,married,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
30,blue-collar,single,basic.9y,0,0,0,1,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
47,housemaid,single,basic.4y,0,0,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28,blue-collar,married,basic.4y,0,1,0,0,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33,unemployed,married,high.school,0,1,0,0,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,0
42,admin.,married,university.degree,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
45,services,married,high.school,0,0,0,1,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
32,services,married,high.school,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
41,management,married,high.school,0,0,1,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
50,blue-collar,married,basic.9y,0,1,0,0,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1
42,blue-collar,married,basic.4y,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
45,blue-collar,single,basic.4y,0,1,1,0,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
52,entrepreneur,married,basic.9y,0,1,1,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
49,blue-collar,married,basic.6y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
39,management,married,university.degree,0,0,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
20,blue-collar,single,high.school,0,1,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
36,entrepreneur,married,university.degree,0,0,1,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
44,services,divorced,high.school,0,1,1,0,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1
34,technician,divorced,professional.course,0,1,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
67,self-employed,married,university.degree,0,1,0,0,nov,tue,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,0
42,admin.,married,university.degree,0,1,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
41,self-employed,single,university.degree,0,1,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
37,technician,single,university.degree,0,1,0,0,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
35,admin.,single,basic.4y,0,0,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
34,entrepreneur,married,university.degree,0,1,0,0,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
48,management,married,university.degree,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
46,admin.,single,high.school,0,0,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
57,admin.,divorced,high.school,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,housemaid,married,basic.4y,0,1,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,admin.,married,basic.9y,0,1,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
29,technician,single,high.school,0,0,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
38,blue-collar,married,basic.9y,0,1,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
27,student,single,high.school,0,1,0,0,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
42,blue-collar,married,basic.6y,0,1,0,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
35,technician,divorced,professional.course,0,1,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
40,entrepreneur,married,professional.course,0,1,0,0,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
44,admin.,single,university.degree,0,1,0,1,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
33,admin.,single,university.degree,0,0,0,0,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
54,blue-collar,married,basic.9y,0,1,1,0,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,0
32,technician,married,high.school,0,1,0,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
47,admin.,single,university.degree,0,1,0,0,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
40,admin.,single,high.school,0,1,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
30,admin.,married,university.degree,0,1,1,0,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
28,technician,single,professional.course,0,1,0,0,jul,tue,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,0
40,entrepreneur,married,basic.4y,0,1,1,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
39,blue-collar,married,basic.4y,0,1,0,0,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
27,technician,single,high.school,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
51,housemaid,married,basic.4y,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,admin.,divorced,professional.course,0,1,1,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
46,admin.,married,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0
49,unemployed,married,high.school,0,0,0,0,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
47,admin.,married,university.degree,0,1,0,0,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
32,admin.,divorced,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,entrepreneur,married,high.school,0,1,0,0,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
27,admin.,single,high.school,0,1,1,0,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
42,blue-collar,married,basic.9y,0,0,0,0,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
35,technician,married,university.degree,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
37,technician,single,university.degree,0,0,0,1,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
48,blue-collar,married,basic.4y,0,0,1,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
29,unemployed,single,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
50,management,married,university.degree,0,1,1,0,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
30,blue-collar,single,university.degree,0,0,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
58,self-employed,divorced,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
52,blue-collar,married,basic.9y,0,0,1,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
32,entrepreneur,married,university.degree,0,1,1,1,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
55,retired,married,basic.6y,0,1,1,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
49,technician,married,professional.course,0,1,0,1,jul,thu,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
35,admin.,single,university.degree,0,0,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
41,blue-collar,divorced,basic.6y,0,1,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
44,blue-collar,married,basic.6y,0,0,1,0,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
35,technician,married,professional.course,0,0,0,0,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
44,admin.,married,university.degree,0,0,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
27,technician,single,basic.9y,0,1,0,0,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
35,self-employed,married,university.degree,0,1,0,0,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
33,admin.,single,university.degree,0,1,0,0,nov,wed,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
35,admin.,married,high.school,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0
32,management,single,university.degree,0,0,0,0,jul,fri,4,16,1,success,-1.7,94.215,-40.3,0.896,4991.6,0
39,entrepreneur,single,university.degree,0,1,0,1,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
53,blue-collar,married,high.school,0,1,1,0,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26,admin.,single,high.school,0,0,0,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
25,self-employed,single,university.degree,0,0,0,1,jun,mon,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
39,blue-collar,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
33,admin.,married,university.degree,0,1,1,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
63,management,married,basic.4y,0,1,0,0,nov,tue,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1
59,retired,married,basic.4y,0,0,1,1,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
52,self-employed,single,professional.course,0,0,1,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
25,blue-collar,single,basic.9y,0,1,1,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
29,blue-collar,married,basic.9y,0,0,0,0,may,wed,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,0
48,entrepreneur,married,basic.9y,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
35,admin.,married,university.degree,0,1,0,0,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0
39,technician,married,professional.course,0,1,0,0,jul,thu,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,0
31,admin.,single,university.degree,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
28,blue-collar,single,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
40,self-employed,married,high.school,0,0,0,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
39,admin.,married,university.degree,0,0,0,1,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
41,blue-collar,married,basic.4y,0,1,0,1,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
39,housemaid,married,professional.course,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
30,self-employed,married,professional.course,0,1,0,0,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
40,management,married,basic.9y,0,1,1,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
32,technician,married,professional.course,0,1,1,0,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,admin.,divorced,university.degree,0,1,1,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
52,admin.,married,university.degree,0,0,0,0,may,thu,1,999,0,nonexistent,-1.8,93.876,-40,0.677,5008.7,1
28,student,single,basic.9y,0,1,0,0,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,1
43,blue-collar,married,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
31,admin.,single,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,housemaid,divorced,university.degree,0,0,0,1,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
47,blue-collar,divorced,basic.4y,0,1,0,0,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
58,admin.,divorced,university.degree,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
33,technician,single,high.school,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
28,blue-collar,single,university.degree,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
47,admin.,married,university.degree,0,0,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
38,blue-collar,single,high.school,0,0,0,1,mar,tue,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,1
60,management,married,university.degree,0,1,0,1,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
28,admin.,single,university.degree,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,self-employed,single,university.degree,0,1,0,0,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1
41,entrepreneur,divorced,basic.9y,0,1,1,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
33,student,single,university.degree,0,1,1,0,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
41,management,married,high.school,0,1,0,0,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
30,student,single,university.degree,0,1,0,0,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
54,self-employed,divorced,high.school,0,0,0,1,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
46,technician,single,professional.course,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
32,blue-collar,married,high.school,0,0,0,0,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
42,technician,single,university.degree,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
29,admin.,single,university.degree,0,0,0,0,oct,mon,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,0
41,blue-collar,married,university.degree,0,0,0,0,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
24,blue-collar,single,basic.6y,0,0,0,1,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
44,technician,divorced,university.degree,0,0,0,1,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
58,retired,married,basic.4y,0,1,0,0,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0
31,admin.,married,high.school,0,0,1,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
34,services,single,basic.9y,0,0,0,0,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
44,admin.,married,high.school,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
59,blue-collar,married,basic.4y,0,0,0,0,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
34,technician,single,university.degree,0,0,0,1,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
48,management,married,university.degree,0,1,0,0,nov,mon,1,4,1,success,-0.1,93.2,-42,4.191,5195.8,0
47,admin.,single,university.degree,0,0,0,0,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,0
54,housemaid,married,basic.4y,0,0,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
44,blue-collar,married,high.school,0,1,0,0,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
31,management,single,university.degree,0,1,0,1,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
34,blue-collar,married,professional.course,0,1,0,1,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,technician,single,basic.9y,0,1,0,1,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
38,technician,single,university.degree,0,1,1,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
56,admin.,married,university.degree,0,1,0,1,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
26,technician,single,professional.course,0,1,0,0,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
31,technician,divorced,high.school,0,0,0,0,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31,admin.,single,university.degree,0,1,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
57,blue-collar,married,basic.4y,0,0,0,0,aug,thu,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
36,blue-collar,married,basic.9y,0,0,1,0,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
43,unemployed,married,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
46,self-employed,married,basic.9y,0,1,1,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24,student,single,university.degree,0,1,0,0,sep,wed,1,17,4,failure,-1.1,94.199,-37.5,0.886,4963.6,0
37,blue-collar,single,professional.course,0,0,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
33,technician,married,professional.course,0,1,0,1,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,technician,single,high.school,0,1,0,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
53,housemaid,married,basic.4y,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
51,admin.,divorced,high.school,0,1,0,0,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,0
36,housemaid,divorced,university.degree,0,0,0,1,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
47,admin.,married,university.degree,0,1,0,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
44,technician,divorced,professional.course,0,1,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
45,services,married,professional.course,0,1,1,0,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
38,blue-collar,married,high.school,0,0,0,1,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
36,technician,single,professional.course,0,0,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,blue-collar,single,professional.course,0,1,0,0,nov,tue,2,999,0,nonexistent,-1.1,94.767,-50.8,1.049,4963.6,0
55,management,married,university.degree,0,0,0,0,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
45,blue-collar,married,basic.9y,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
58,retired,divorced,university.degree,0,1,0,0,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1
33,management,single,university.degree,0,0,1,1,may,fri,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
36,admin.,single,university.degree,0,1,0,0,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
33,self-employed,single,high.school,0,1,1,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
44,services,divorced,high.school,0,1,1,0,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
30,services,single,high.school,0,1,0,0,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1
25,student,single,high.school,0,0,0,0,jun,mon,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,1
56,admin.,married,basic.4y,0,1,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,management,married,university.degree,0,0,0,0,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
