,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job
3094,40,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,self-employed
3095,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,technician
3096,57,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,blue-collar
3097,37,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,admin.
3098,58,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,housemaid
3099,34,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
3100,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,technician
3101,57,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,self-employed
3102,37,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,services
3103,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,technician
3104,35,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.
3105,42,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,services
3106,30,5,10,2,failure,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,student
3107,25,2,19,1,success,-1.1,94.76700000000001,-50.8,1.04,4963.6,yes,technician
3108,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
3109,49,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
3110,52,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,admin.
3111,31,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,self-employed
3112,26,1,3,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes,unemployed
3113,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.
3114,37,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,entrepreneur
3115,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.
3116,36,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
3117,36,11,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
3118,26,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,blue-collar
3119,48,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,blue-collar
3120,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar
3121,45,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,no,blue-collar
3122,46,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,technician
3123,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
3124,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,self-employed
3125,38,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,technician
3126,60,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,retired
3127,44,3,0,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes,services
3128,32,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
3129,38,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
3130,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3131,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar
3132,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,blue-collar
3133,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.
3134,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,blue-collar
3135,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3136,40,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,technician
3137,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,blue-collar
3138,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,technician
3139,43,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes,admin.
3140,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,student
3141,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.
3142,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,admin.
3143,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no,technician
3144,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,technician
3145,58,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,retired
3146,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,services
3148,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,management
3149,53,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,blue-collar
3150,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes,housemaid
3151,31,2,4,1,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes,admin.
3152,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,housemaid
3153,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,self-employed
3154,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,technician
3155,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,technician
3156,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,blue-collar
3157,37,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,services
3158,55,7,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,no,admin.
3159,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,management
3160,54,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,technician
3161,26,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no,management
3162,27,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
3163,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
3164,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,housemaid
3165,26,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,management
3166,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,services
3167,32,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
3168,28,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
3169,33,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,self-employed
3170,33,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes,technician
3171,42,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,technician
3172,53,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,services
3173,70,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,retired
3174,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,management
3175,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,blue-collar
3176,51,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
3177,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,housemaid
3178,57,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,retired
3179,30,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,admin.
3180,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
3181,36,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
3182,37,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
3183,28,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,student
3184,31,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,management
3185,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,retired
3186,54,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,admin.
3187,48,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes,unemployed
3188,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,blue-collar
3189,38,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,technician
3190,25,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,student
3191,37,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,admin.
3192,31,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
3193,28,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,admin.
3194,46,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,technician
3195,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar
3196,31,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,management
3197,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
3198,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,admin.
3199,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,technician
3200,36,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,blue-collar
3201,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,admin.
3202,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,technician
3203,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,management
3204,57,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
3205,41,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,unemployed
3206,34,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,blue-collar
3207,32,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes,technician
3208,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes,admin.
3209,46,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,management
3210,80,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes,retired
3211,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
3212,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,blue-collar
3213,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
3214,50,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,management
3215,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,entrepreneur
3216,47,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no,management
3217,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,services
3218,55,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
3219,46,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
3220,24,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,student
3221,32,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
3222,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
3223,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,blue-collar
3224,29,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,entrepreneur
3225,48,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,blue-collar
3226,33,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,admin.
3227,43,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,technician
3228,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,services
3229,47,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
3230,47,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,management
3231,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3232,56,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,entrepreneur
3233,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
3234,30,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,blue-collar
3235,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,management
3236,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no,blue-collar
3237,45,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,technician
3238,38,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes,admin.
3239,31,2,999,0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no,unemployed
3240,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,technician
3241,39,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,services
3242,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
3243,45,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes,management
3244,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
3245,22,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
3246,33,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,entrepreneur
3247,37,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no,technician
3248,38,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,management
3249,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,admin.
3250,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
3251,44,2,999,2,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,management
3252,31,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,services
3253,43,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,admin.
3254,30,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,blue-collar
3255,47,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,housemaid
3256,28,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,blue-collar
3257,33,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,unemployed
3258,42,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,admin.
3259,45,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,services
3260,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,services
3261,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,management
3262,50,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,blue-collar
3263,42,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
3264,45,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,blue-collar
3265,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,entrepreneur
3266,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,blue-collar
3267,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,management
3268,20,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
3269,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,entrepreneur
3270,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,services
3271,34,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,technician
3272,67,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no,self-employed
3273,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
3274,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,self-employed
3275,37,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,technician
3277,34,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,entrepreneur
3278,48,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,management
3279,46,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,admin.
3280,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3281,54,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,housemaid
3282,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
3283,29,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,technician
3284,38,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,blue-collar
3285,27,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,student
3286,42,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
3287,35,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,technician
3288,40,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,entrepreneur
3289,44,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3290,33,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,admin.
3291,54,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no,blue-collar
3292,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
3293,47,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
3294,40,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.
3295,30,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes,admin.
3296,28,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no,technician
3297,40,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,entrepreneur
3298,39,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
3299,27,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,technician
3300,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,housemaid
3301,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,admin.
3302,46,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no,admin.
3303,49,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,unemployed
3304,47,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,admin.
3305,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3306,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,entrepreneur
3307,27,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,admin.
3308,42,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,blue-collar
3309,35,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,technician
3310,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,technician
3311,48,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,blue-collar
3312,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,unemployed
3313,50,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,management
3314,30,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
3315,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,self-employed
3316,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,blue-collar
3317,32,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,entrepreneur
3318,55,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,retired
3319,49,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,technician
3320,35,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,admin.
3321,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,blue-collar
3322,44,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,blue-collar
3323,35,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,technician
3324,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,admin.
3325,27,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no,technician
3326,35,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,self-employed
3327,33,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,admin.
3328,35,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no,admin.
3329,32,4,16,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,management
3330,39,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,entrepreneur
3331,53,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,blue-collar
3332,26,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,admin.
3333,25,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,self-employed
3334,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
3335,33,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
3336,63,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes,management
3337,59,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,retired
3338,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,self-employed
3339,25,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
3340,29,1,6,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,blue-collar
3341,48,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,entrepreneur
3342,35,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,admin.
3343,39,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no,technician
3344,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,admin.
3345,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,blue-collar
3346,40,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,self-employed
3347,39,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,admin.
3348,41,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,blue-collar
3349,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,housemaid
3350,30,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,self-employed
3351,40,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,management
3352,32,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
3353,37,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,admin.
3354,52,1,999,0,nonexistent,-1.8,93.876,-40.0,0.677,5008.7,yes,admin.
3355,28,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,student
3356,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,blue-collar
3357,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,admin.
3358,45,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,housemaid
3359,47,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,blue-collar
3360,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,admin.
3361,33,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,technician
3362,28,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,blue-collar
3363,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,admin.
3364,38,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,blue-collar
3365,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,management
3366,28,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,admin.
3367,33,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes,self-employed
3368,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,entrepreneur
3369,33,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,student
3370,41,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,management
3371,30,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,student
3372,54,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,self-employed
3373,46,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,technician
3374,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
3375,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,technician
3376,29,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,no,admin.
3377,41,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,blue-collar
3378,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,blue-collar
3379,44,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,technician
3380,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no,retired
3381,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,admin.
3382,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,services
3383,44,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,admin.
3384,59,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,blue-collar
3385,34,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,technician
3386,48,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no,management
3387,47,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no,admin.
3388,54,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,housemaid
3389,44,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,blue-collar
3390,31,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,management
3391,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,blue-collar
