,age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,poutcome_failure,poutcome_nonexistent,poutcome_success,marital_divorced,marital_married,marital_single
2976,37,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,yes,0,1,0,0,1,0
2977,34,2,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
2978,35,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,0,1,0
2979,39,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
2980,78,1,999,0,-3.4,92.431,-26.9,0.754,5017.5,no,0,1,0,0,1,0
2981,43,1,999,0,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no,0,1,0,0,0,1
2982,49,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,1,0,0
2983,32,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
2984,58,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
2985,42,1,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,1,0
2986,32,1,999,0,1.1,93.994,-36.4,4.855,5191.0,yes,0,1,0,0,1,0
2987,31,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
2988,45,23,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
2989,43,3,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,1,0,0,0,1,0
2990,53,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
2991,42,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
2992,40,2,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
2993,41,1,999,0,1.4,93.444,-36.1,4.962,5228.1,no,0,1,0,0,1,0
2994,47,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,0,1
2995,53,13,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
2996,60,2,999,0,-1.1,94.601,-49.5,1.0,4963.6,no,0,1,0,0,1,0
2997,32,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,1,0,0,0,0,1
2998,67,3,999,0,-1.7,94.027,-38.3,0.898,4991.6,no,0,1,0,0,1,0
2999,49,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,1,0,0
3001,31,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,0,1
3002,60,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,yes,0,1,0,0,1,0
3003,33,2,999,2,-1.8,93.075,-47.1,1.405,5099.1,no,1,0,0,0,1,0
3004,41,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3005,45,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3006,29,11,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,1,0,0
3007,39,2,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3008,35,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3009,33,2,999,0,-1.8,93.075,-47.1,1.435,5099.1,no,0,1,0,0,0,1
3010,27,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
3011,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3012,45,16,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3013,36,3,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
3014,41,3,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,0,1
3015,40,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3016,42,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3017,31,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,0,1
3018,32,1,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,1,0,0
3019,32,4,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
3020,27,5,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,1,0,0,0,1,0
3021,35,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,1,0
3022,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3023,45,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
3024,45,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3025,44,4,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
3026,51,9,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,1,0
3027,50,3,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
3028,41,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
3029,29,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3030,44,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
3031,30,4,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,1,0,0,0,1,0
3032,39,2,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
3033,39,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
3034,50,3,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3035,43,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
3036,36,1,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
3037,80,1,999,0,-3.4,92.431,-26.9,0.722,5017.5,yes,0,1,0,1,0,0
3038,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3039,29,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3040,48,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
3041,51,4,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
3042,30,3,6,1,-1.1,94.199,-37.5,0.883,4963.6,yes,0,0,1,0,0,1
3043,24,2,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,yes,0,1,0,0,0,1
3044,47,6,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,1,0,0
3045,36,1,999,0,1.4,93.91799999999999,-42.7,4.966,5228.1,no,0,1,0,0,1,0
3046,37,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3047,31,1,999,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes,1,0,0,0,1,0
3048,34,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
3049,69,3,6,1,-1.1,94.199,-37.5,0.879,4963.6,no,0,0,1,0,1,0
3050,42,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3051,34,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,0,1,0
3052,48,1,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,1,0
3053,41,4,999,0,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,0,1,0,0,1,0
3054,59,4,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
3055,50,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,1,0
3056,36,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,0,1,0,0,1,0
3057,38,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3058,44,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3059,35,2,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,0,1,0,0,0,1
3060,30,9,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,1,0,0
3061,32,2,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
3062,53,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
3063,36,2,999,4,-1.8,93.369,-34.8,0.635,5008.7,no,1,0,0,0,0,1
3064,61,5,999,0,-1.8,93.075,-47.1,1.406,5099.1,yes,0,1,0,0,1,0
3065,51,3,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,1,0
3066,69,2,999,0,-1.8,93.075,-47.1,1.423,5099.1,yes,0,1,0,1,0,0
3067,30,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,0,0,1
3068,33,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
3069,53,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,1,0,0
3070,49,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,0,1,0
3071,35,1,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,1,0,0,0,1,0
3072,40,4,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3073,42,1,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,1,0
3074,41,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,1,0,0
3075,31,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3076,40,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,1,0
3077,53,2,999,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,1,0,0,0,1,0
3078,53,5,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,1,0,0
3079,48,3,999,0,-1.8,93.075,-47.1,1.365,5099.1,no,0,1,0,0,1,0
3080,32,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,0,1
3081,27,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
3082,51,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3083,39,1,999,0,1.4,94.465,-41.8,4.967,5228.1,no,0,1,0,0,1,0
3084,28,1,999,0,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,0,1,0,0,0,1
3085,31,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3086,58,4,6,1,-1.1,94.199,-37.5,0.878,4963.6,yes,0,0,1,0,1,0
3087,54,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,1,0,0
3088,45,5,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,1,0,0
3089,36,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,1,0
3090,55,14,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
3091,51,2,999,1,-0.1,93.2,-42.0,4.12,5195.8,no,1,0,0,0,1,0
3092,27,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,0,1
3093,41,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,1,0,0
3094,40,2,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
3095,28,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,0,1
3096,57,2,999,1,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,1,0,0,0,1,0
3097,37,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,0,1,0,0,1,0
3098,58,3,999,0,1.4,93.444,-36.1,4.967,5228.1,no,0,1,0,0,1,0
3099,34,2,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
3100,28,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
3101,57,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3102,37,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,no,1,0,0,1,0,0
3103,37,3,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
3104,35,2,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
3105,42,3,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3106,30,5,10,2,-1.8,92.84299999999999,-50.0,1.64,5099.1,yes,1,0,0,0,0,1
3107,25,2,19,1,-1.1,94.76700000000001,-50.8,1.04,4963.6,yes,0,0,1,0,0,1
3108,36,2,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
3109,49,3,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3110,52,1,999,1,-0.1,93.2,-42.0,4.021,5195.8,no,1,0,0,0,1,0
3111,31,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,1,0,0
3112,26,1,3,3,-1.7,94.027,-38.3,0.904,4991.6,yes,0,0,1,0,0,1
3113,56,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3114,37,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,1,0
3115,32,3,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,0,1
3116,36,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,0,1,0,0,1,0
3117,36,11,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
3118,26,3,999,0,1.4,94.465,-41.8,4.865,5228.1,yes,0,1,0,0,1,0
3119,48,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,1,0,0,0,1,0
3120,57,1,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,1,0
3121,45,1,999,0,-1.8,92.84299999999999,-50.0,1.51,5099.1,no,0,1,0,0,1,0
3122,46,4,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
3123,38,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
3124,24,1,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,0,1
3125,38,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,0,1
3126,60,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3127,44,3,0,1,-1.7,94.027,-38.3,0.9,4991.6,yes,0,0,1,1,0,0
3128,32,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3129,38,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3130,45,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3131,44,1,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,0,1
3132,44,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,0,1,0,0,1,0
3133,31,2,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,0,1
3134,32,2,999,0,1.4,94.465,-41.8,4.96,5228.1,no,0,1,0,0,1,0
3135,45,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3136,40,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,0,1,0,0,1,0
3137,45,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
3138,44,1,999,0,1.4,94.465,-41.8,4.958,5228.1,no,0,1,0,0,1,0
3139,43,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,yes,1,0,0,0,0,1
3140,25,1,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,0,1
3141,47,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3142,39,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3143,32,2,999,0,-1.8,92.89299999999999,-46.2,1.27,5099.1,no,0,1,0,0,1,0
3144,41,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3145,58,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3146,42,1,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
3147,50,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,1,0
3148,42,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3149,53,4,999,0,1.4,93.444,-36.1,4.968,5228.1,yes,0,1,0,0,1,0
3150,54,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes,0,1,0,1,0,0
3151,31,2,4,1,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes,0,0,1,0,1,0
3152,50,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3153,48,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,1,0,0
3154,30,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
3155,43,2,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,1,0
3156,36,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3157,37,5,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3158,55,7,999,0,-1.8,93.369,-34.8,0.654,5008.7,no,0,1,0,0,1,0
3159,47,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3160,54,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,no,0,1,0,0,1,0
3161,26,2,999,0,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no,0,1,0,0,0,1
3162,27,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
3163,32,3,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,0,1
3164,43,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3165,26,1,999,0,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,0,1,0,0,0,1
3166,32,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,0,1,0,0,1,0
3167,32,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3168,28,5,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
3169,33,3,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,0,1
3170,33,2,999,2,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes,1,0,0,0,0,1
3171,42,1,999,0,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,0,1,0,0,1,0
3172,53,2,999,0,1.4,93.444,-36.1,4.97,5228.1,no,0,1,0,0,1,0
3173,70,1,999,0,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,0,1,0,0,1,0
3174,47,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
3175,43,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3176,51,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3177,34,1,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,0,1,0,0,1,0
3179,30,1,7,1,-2.9,92.963,-40.8,1.26,5076.2,yes,0,0,1,0,0,1
3180,41,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
3181,36,3,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3182,37,1,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
3183,28,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
3184,31,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,yes,0,1,0,0,0,1
3185,58,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3186,54,12,999,0,1.4,94.465,-41.8,4.865,5228.1,no,0,1,0,0,1,0
3187,48,1,6,1,-1.8,93.876,-40.0,0.682,5008.7,yes,0,0,1,0,1,0
3188,50,1,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,0,1
3189,38,12,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,0,1
3190,25,3,999,0,-2.9,92.963,-40.8,1.281,5076.2,yes,0,1,0,0,0,1
3191,37,5,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,0,1,0,0,1,0
3192,31,6,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,0,1
3193,28,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,no,0,1,0,0,0,1
3194,46,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,no,0,1,0,0,1,0
3195,31,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3196,31,2,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3197,30,2,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
3198,35,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,0,1,0,0,0,1
3199,30,2,999,0,1.1,93.994,-36.4,4.856,5191.0,yes,0,1,0,0,1,0
3200,36,3,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,1,0
3201,34,1,999,0,1.1,93.994,-36.4,4.855,5191.0,no,0,1,0,0,1,0
3202,32,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3203,43,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,no,0,1,0,0,1,0
3204,57,4,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
3205,41,3,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,1,0,0
3206,34,2,999,0,1.4,94.465,-41.8,4.864,5228.1,no,0,1,0,0,1,0
3207,32,2,999,0,-1.8,93.749,-34.6,0.645,5008.7,yes,0,1,0,0,1,0
3208,33,1,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes,0,1,0,0,0,1
3209,46,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no,0,1,0,0,0,1
3210,80,3,6,4,-1.8,93.369,-34.8,0.649,5008.7,yes,0,0,1,0,1,0
3211,45,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3212,41,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
3213,49,1,999,0,1.4,93.444,-36.1,4.968,5228.1,no,0,1,0,0,1,0
3214,50,3,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3215,34,1,999,0,1.1,93.994,-36.4,4.864,5191.0,no,0,1,0,0,1,0
3216,47,3,3,2,-1.7,94.027,-38.3,0.904,4991.6,no,0,0,1,0,1,0
3217,47,1,999,0,1.4,93.444,-36.1,4.966,5228.1,no,0,1,0,0,1,0
3218,55,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3219,46,2,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3220,24,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,no,0,1,0,0,0,1
3221,32,12,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,0,1
3222,31,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3223,31,1,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3224,29,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no,0,1,0,0,1,0
3225,48,7,999,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,1,0,0,0,1,0
3226,33,2,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,0,1,0,0,1,0
3227,43,9,999,0,-0.1,93.2,-42.0,4.021,5195.8,no,0,1,0,0,1,0
3228,29,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
3229,47,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3230,47,8,999,0,1.4,93.444,-36.1,4.965,5228.1,no,0,1,0,0,1,0
3231,33,1,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3232,56,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,no,0,1,0,0,1,0
3233,33,1,999,0,1.4,93.444,-36.1,4.963,5228.1,no,0,1,0,0,1,0
3234,30,4,999,0,1.1,93.994,-36.4,4.86,5191.0,no,0,1,0,0,0,1
3235,36,1,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,0,1,0,0,1,0
3236,50,1,999,0,1.4,93.444,-36.1,4.97,5228.1,no,0,1,0,0,1,0
3237,45,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,no,0,1,0,0,1,0
3238,38,1,6,1,-1.8,93.749,-34.6,0.659,5008.7,yes,0,0,1,0,0,1
3239,31,2,999,0,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no,0,1,0,0,0,1
3240,30,2,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,no,0,1,0,0,1,0
3241,39,29,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,no,0,1,0,0,1,0
3242,37,2,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,1,0
3243,45,3,7,1,-1.8,93.749,-34.6,0.642,5008.7,yes,0,0,1,0,1,0
3244,36,2,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,0,1
3245,22,4,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,no,0,1,0,0,1,0
3246,33,3,999,0,1.1,93.994,-36.4,4.857,5191.0,no,0,1,0,0,1,0
3247,37,1,999,0,-1.8,93.075,-47.1,1.406,5099.1,no,0,1,0,0,0,1
3248,38,2,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,no,0,1,0,0,1,0
3249,53,1,999,0,1.1,93.994,-36.4,4.856,5191.0,no,0,1,0,0,1,0
3250,31,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,0,1,0,0,1,0
3251,44,2,999,2,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,1,0,0,0,1,0
3252,31,6,999,0,1.1,93.994,-36.4,4.859,5191.0,no,0,1,0,0,1,0
3253,43,1,999,0,1.4,93.444,-36.1,4.968,5228.1,yes,0,1,0,0,1,0
3254,30,8,999,0,1.4,94.465,-41.8,4.959,5228.1,no,0,1,0,0,0,1
3255,47,1,999,0,1.4,94.465,-41.8,4.961,5228.1,no,0,1,0,0,0,1
3256,28,4,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,no,0,1,0,0,1,0
3257,33,1,999,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,1,0,0,0,1,0
3258,42,2,999,0,1.4,93.444,-36.1,4.968,5228.1,yes,0,1,0,0,1,0
