,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,default
3131,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
3132,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
3133,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3134,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
3135,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3136,40,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
3137,45,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3138,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
3139,43,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,yes,no
3140,25,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
3142,39,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3143,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no,no
3144,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3145,58,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
3146,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
3148,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3150,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes,no
3151,31,2,4,1,success,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes,no
3153,48,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3154,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3155,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
3156,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3157,37,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3158,55,7,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,no,no
3159,47,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3161,26,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,no,no
3162,27,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3163,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3164,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3165,26,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.65,5099.1,yes,no
3166,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
3167,32,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3169,33,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
3170,33,2,999,2,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes,no
3171,42,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,no
3174,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3175,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3177,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
3178,57,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3179,30,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,no
3180,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3184,31,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,no
3187,48,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,yes,no
3189,38,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3190,25,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,no
3191,37,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
3192,31,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3193,28,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,no
3194,46,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3195,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3196,31,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3197,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3198,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3199,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes,no
3200,36,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3202,32,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3203,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
3204,57,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
3205,41,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3207,32,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,yes,no
3208,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes,no
3209,46,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
3210,80,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7,yes,no
3212,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
3215,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
3216,47,3,3,2,success,-1.7,94.027,-38.3,0.904,4991.6,no,no
3217,47,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
3220,24,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,no
3221,32,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3222,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3223,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3224,29,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,no
3225,48,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
3226,33,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
3227,43,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
3228,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3229,47,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3230,47,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3231,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3232,56,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,no
3235,36,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
3237,45,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
3238,38,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes,no
3239,31,2,999,0,nonexistent,-1.8,93.876,-40.0,0.6920000000000001,5008.7,no,no
3240,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
3241,39,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
3242,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
3243,45,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,yes,no
3245,22,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3246,33,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3247,37,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no,no
3248,38,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
3249,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3250,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3251,44,2,999,2,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes,no
3252,31,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3255,47,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3256,28,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3257,33,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,no
3258,42,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes,no
3260,32,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
3261,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3262,50,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,yes,no
3265,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
3266,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,no
3267,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3268,20,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3269,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
3270,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,no
3271,34,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes,no
3272,67,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,no,no
3273,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3274,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3275,37,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
3277,34,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3278,48,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3279,46,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3280,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3281,54,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3282,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3283,29,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
3284,38,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,no
3285,27,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
3287,35,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
3289,44,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3290,33,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3291,54,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5,no,no
3292,32,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3293,47,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3294,40,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3295,30,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes,no
3296,28,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no,no
3297,40,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
3298,39,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
3299,27,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes,no
3301,39,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
3302,46,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,no,no
3304,47,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
3305,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3306,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3307,27,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
3308,42,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,no
3310,37,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
3311,48,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3312,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3313,50,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
3314,30,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3315,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
3316,52,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3317,32,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,no
3320,35,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
3321,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3322,44,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
3323,35,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
3324,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3325,27,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no,no
3326,35,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,no
3327,33,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,no
3328,35,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,no,no
3329,32,4,16,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,no,no
3330,39,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3332,26,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
3333,25,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
3334,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3337,59,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
3338,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3339,25,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3340,29,1,6,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
3342,35,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3343,39,1,999,1,failure,-1.7,94.215,-40.3,0.81,4991.6,no,no
3344,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3345,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
3346,40,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
3347,39,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,no
3348,41,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no,no
3349,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3350,30,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
3351,40,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,no
3352,32,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3353,37,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3354,52,1,999,0,nonexistent,-1.8,93.876,-40.0,0.677,5008.7,yes,no
3355,28,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,yes,no
3356,43,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3358,45,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3359,47,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3360,58,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
3361,33,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3364,38,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,yes,no
3365,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3366,28,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3367,33,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes,no
3368,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
3369,33,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
3371,30,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
3373,46,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3374,32,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3375,42,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
3376,29,2,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,no,no
3378,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3379,44,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
3380,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no,no
3381,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3382,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
3383,44,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3384,59,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
3385,34,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3386,48,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no,no
3387,47,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,no,no
3391,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
3392,29,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
3393,38,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3394,56,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3395,26,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
3396,31,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3397,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
3398,57,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3399,36,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
3402,24,1,17,4,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,no,no
3403,37,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no,no
3404,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3405,41,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3407,51,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2,no,no
3408,36,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
3409,47,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3410,44,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
3411,45,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3412,38,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
3414,30,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,no,no
3415,55,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3416,45,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3417,58,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,no
3418,33,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3419,36,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3420,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
3421,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3422,30,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2,yes,no
3423,25,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes,no
3424,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3425,31,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
3426,32,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
3427,31,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
3428,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3429,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes,no
3431,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3432,34,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
3433,30,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3434,40,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3436,53,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7,yes,no
3437,35,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3438,59,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
3439,41,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3440,35,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3441,41,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3442,32,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,no,no
3443,46,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3444,60,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
3445,34,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5,yes,no
3446,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
3447,50,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3448,43,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,no
3449,46,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3450,50,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no,no
3451,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
3452,44,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3453,37,3,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,yes,no
3454,23,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3455,32,1,3,2,failure,-2.9,92.963,-40.8,1.262,5076.2,yes,no
3456,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3458,53,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3460,34,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
3461,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
3462,41,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes,no
3463,48,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
3465,39,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
3466,50,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
3467,38,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
3468,37,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
3470,24,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
3471,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3472,35,9,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
3473,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
3474,33,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
3477,41,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
3478,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,no
3479,29,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
3480,51,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,no
3481,52,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes,no
3482,44,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3483,42,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
3486,32,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3487,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
3488,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
3489,31,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,no
3490,37,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
3491,43,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3492,30,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3493,34,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
3494,36,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,no,no
3495,29,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
3496,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
3497,54,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
3498,31,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
3500,40,3,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no,no
3502,35,1,13,2,failure,-1.7,94.055,-39.8,0.7390000000000001,4991.6,no,no
3503,37,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
3504,35,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
3505,53,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
3507,40,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes,no
3508,28,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,no
